Referência (na ocasião do registro ou da renovação de adequação a RDC 134/2003);Princípio ativo;Nome comercial do medicamento similar;Detentor do registro do medicamento similar;Forma Farmacêutica;Concentração;Data da inclusão
Alphagan;dextrotartarato de brimonidina;Visiobrim;SANOFI-AVENTIS FARMACÊUTICA LTDA;SOLUÇÃO OFTÁLMICA;2 MG/ML;15/12/2014
Amaryl;glimepirida;Amaglyn;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO SIMPLES;1 MG;26/01/2015
Amaryl;glimepirida;Amaglyn;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO SIMPLES;2 MG;26/01/2015
Amaryl;glimepirida;Amaglyn;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO SIMPLES;4 MG;26/01/2015
Amaryl;glimepirida;Azulix;TORRENT DO BRASIL LTDA;COMPRIMIDO SIMPLES;1 MG;31/10/2016
Amaryl;glimepirida;Azulix;TORRENT DO BRASIL LTDA;COMPRIMIDO SIMPLES;2 MG;31/10/2016
Amaryl;glimepirida;Azulix;TORRENT DO BRASIL LTDA;COMPRIMIDO SIMPLES;3 MG;31/10/2016
Amaryl;glimepirida;Azulix;TORRENT DO BRASIL LTDA;COMPRIMIDO SIMPLES;4 MG;31/10/2016
Amaryl;glimepirida;Azulix;TORRENT DO BRASIL LTDA;COMPRIMIDO SIMPLES;6 MG;31/10/2016
Amaryl;glimepirida;Betes;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Amaryl;glimepirida;Betes;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO SIMPLES;2 MG;15/12/2014
Amaryl;glimepirida;Betes;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO SIMPLES;4 MG;15/12/2014
Amaryl;glimepirida;Diabemed;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Amaryl;glimepirida;Diabemed;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;2 MG;15/12/2014
Amaryl;glimepirida;Diabemed;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;4 MG;15/12/2014
Amaryl;glimepirida;Gliansor;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;4 MG;15/12/2014
Amaryl;glimepirida;Gliansor;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;31/10/2016
Amaryl;glimepirida;Gliansor;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;2 MG;31/10/2016
Amaryl;glimepirida;Glimepil;FARMOQUÍMICA S/A;COMPRIMIDO SIMPLES;1 MG;30/04/2018
Amaryl;glimepirida;Glimepil;FARMOQUÍMICA S/A;COMPRIMIDO SIMPLES;2 MG;30/04/2018
Amaryl;glimepirida;Glimepil;FARMOQUÍMICA S/A;COMPRIMIDO SIMPLES;4 MG;30/04/2018
Amaryl;glimepirida;Glimepil;FARMOQUÍMICA S/A;COMPRIMIDO SIMPLES;6 MG;30/04/2018
Amaryl;glimepirida;Glimeran;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;1  MG;30/06/2016
Amaryl;glimepirida;Glimeran;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;2 MG;30/06/2016
Amaryl;glimepirida;Glimeran;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;4 MG;30/06/2016
Amaryl;glimepirida;Glipryd;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;30/03/2015
Amaryl;glimepirida;Glipryd;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;2 MG;30/03/2015
Amaryl;glimepirida;Glipryd;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;4 MG;30/03/2015
Amaryl;glimepirida;Glycopirida;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Amaryl;glimepirida;Glycopirida;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;2 MG;15/12/2014
Amaryl;glimepirida;Glycopirida;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;4 MG;15/12/2014
Amaryl;glimepirida;Glymryl;ACCORD FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2015
Amaryl;glimepirida;Glymryl;ACCORD FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;2 MG;15/12/2015
Amaryl;glimepirida;Glymryl;ACCORD FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;4 MG;15/12/2015
Amaryl Met;cloridrato de metformina + glimepirida;Azulix MF;TORRENT DO BRASIL LTDA;COMPRIMIDO SIMPLES;500 MG + 1 MG;31/08/2016
Amaryl Met;cloridrato de metformina + glimepirida;Azulix MF;TORRENT DO BRASIL LTDA;COMPRIMIDO SIMPLES;1000 MG + 2 MG;31/08/2016
aminofilina Sandoz;aminofilina;Asmafin;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;SOLUÇÃO ORAL;240 MG/ML;15/12/2014
aminofilina Sandoz;aminofilina;Resminoliv;LABORATÓRIO TEUTO BRASILEIRO S/A;SOLUÇÃO INJETÁVEL;24 MG/ML;31/03/2016
Amoxil;amoxicilina;Amoxadene;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amoxil;amoxicilina;Amoxadene;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;PÓ PREPARAÇÃO EXTEMPORANEA;125 MG/5ML;15/12/2014
Amoxil;amoxicilina;Amoxadene;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;PÓ PREPARAÇÃO EXTEMPORANEA;250 MG/5ML;15/12/2014
Amoxil;amoxicilina;Amox-Ems;EMS S/A;CÁPSULA GELATINOSA DURA;500 MG;30/04/2017
Amoxil;amoxicilina;Amox-Ems;EMS S/A;PÓ PARA SUSPENSÃO ORAL;50 MG/ML;30/06/2017
Amoxil;amoxicilina;Amox-Ems;EMS S/A;PÓ PARA SUSPENSÃO ORAL;100 MG/ML;30/06/2017
Amoxil;amoxicilina;Amoximed;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amoxil;amoxicilina;Amoximed;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;PÓ SUSPENSÃO ORAL;250 MG/5 ML;15/12/2014
Amoxil;amoxicilina;Amoxina;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amoxil;amoxicilina;Amoxina;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;PÓ PARA SUSPENSÃO ORAL;50 MG/ML;15/12/2014
Amoxil;amoxicilina;Atak;MOMENTA FARMACÊUTICA LTDA.;PÓ PARA SUSPENSÃO ORAL;250 MG/5ML;15/12/2015
Amoxil;amoxicilina;Atak;MOMENTA FARMACÊUTICA LTDA.;PÓ PARA SUSPENSÃO ORAL;400 MG/5ML;15/12/2015
Amoxil;amoxicilina;Atak;MOMENTA FARMACÊUTICA LTDA.;PÓ PARA SUSPENSÃO ORAL;500 MG/5ML;15/12/2015
Amoxil;amoxicilina;Duzimicin;PRATI DONADUZZI & CIA LTDA;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amoxil;amoxicilina;Duzimicin;PRATI DONADUZZI & CIA LTDA;PÓ PARA SUSPENSÃO ORAL;50 MG/ML;15/12/2014
Amoxil;amoxicilina;Hincomox;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ PREPARAÇÃO EXTEMPORANEA;50 MG/ML;15/12/2014
Amoxil;amoxicilina;Linamox;SUPERA FARMA LABORATÓRIOS S.A;PÓ PARA SUSPENSÃO ORAL;250 MG/5ML;15/12/2015
Amoxil;amoxicilina;Linamox;SUPERA FARMA LABORATÓRIOS S.A;PÓ PARA SUSPENSÃO ORAL;400 MG/5ML;15/12/2015
Amoxil;amoxicilina;Linamox;SUPERA FARMA LABORATÓRIOS S.A;PÓ PARA SUSPENSÃO ORAL;500 MG/5ML;15/12/2015
Amoxil;amoxicilina;Nemoxil;ONEFARMA INDUSTRIA FARMACEUTICA LTDA;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amoxil;amoxicilina;Nemoxil;ONEFARMA INDUSTRIA FARMACEUTICA LTDA;PÓ PARA SUSPENSÃO ORAL;50 MG/ML;15/12/2014
Amoxil;amoxicilina;Neo Moxilin;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amoxil;amoxicilina;Neo Moxilin;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;PO PARA SUSPENSÃO EXTEMPORANEA;250 MG/5ML;15/12/2014
Amoxil;amoxicilina;Novocilin;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amoxil;amoxicilina;Ocylin;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;PÓ PARA SUSPENSÃO ORAL;100 MG/ ML;13/09/2015
Amoxil;amoxicilina;Ocylin;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;PÓ PARA SUSPENSÃO ORAL;50 MG/ ML;15/12/2014
Amoxil;amoxicilina;Ocylin;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amoxil;amoxicilina;Polimoxil;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CÁPSULA GELATINOSA DURA;500 MG;31/12/2016
Amoxil;amoxicilina;Polimoxil;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;PÓ PARA SUSPENSÃO ORAL;50 MG/ML;31/12/2016
Amoxil;amoxicilina;Polimoxil;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;PÓ PARA SUSPENSÃO ORAL;100 MG/ML;31/12/2016
Amoxil;amoxicilina;Sinot;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;875 MG;15/12/2014
Amoxil;amoxicilina;Sinot;EUROFARMA LABORATÓRIOS S.A.;PÓ PARA SUSPENSÃO ORAL;400 MG/5 ML;15/12/2014
Amoxil;amoxicilina;Sinot;EUROFARMA LABORATÓRIOS S.A.;PÓ PARA SUSPENSÃO ORAL;250 MG/5ML;13/11/2015
Amoxil;amoxicilina;Sinot;EUROFARMA LABORATÓRIOS S.A.;PÓ PARA SUSPENSÃO ORAL;500 MG/5ML;13/11/2015
Amoxil;amoxicilina;Uni Amox;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CÁPSULA GELATINOSA DURA;500 MG;31/08/2016
Amoxil;amoxicilina;Uni Amox;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ PARA SUSPENSÃO ORAL;250MG / 5ML;31/08/2016
Amoxil;amoxicilina;Uni Amox;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ PARA SUSPENSÃO ORAL;500MG / 5ML;31/08/2016
Amoxil;amoxicilina;Velamox;EMS SIGMA PHARMA LTDA;PÓ PARA SUSPENSÃO ORAL;50 MG/ML;30/06/2017
Amoxil;amoxicilina;Velamox;EMS SIGMA PHARMA LTDA;PÓ PARA SUSPENSÃO ORAL;100 MG/ML;30/06/2017
Amoxil;amoxicilina;Novocilin;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;PÓ PARA PREPARAÇÃO EXTEMPORANEA;250 MG;15/12/2014
Amoxil BD;amoxicilina;Atak;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO REVESTIDO;875 MG;01/06/2015
Amoxil BD;amoxicilina;Linamox;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO;875 MG;27/02/2015
Amoxil BD;amoxicilina;Novocilin;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO SIMPLES;875 MG;15/12/2014
Amoxil BD;amoxicilina;Novocilin;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;PO PARA PREPARAÇOES EXTEMPORANEA;400 MG;15/12/2014
Amoxil BD;amoxicilina;Velamox BD;EMS SIGMA PHARMA LTDA;PÓ PARA SUSPENSÃO ORAL;80 MG/ML;30/06/2017
Amoxil BD;amoxicilina;Velamox BD;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;875 MG;30/06/2017
Amplacilina;ampicilina;Ampicilab;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amplacilina;ampicilina;Ampicilab;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;PÓ PARA SUSPENSÃO ORAL;250 MG/5 ML;15/12/2014
Amplacilina;ampicilina;Linapicil;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;PÓ PARA SUSPENSÃO ORAL;50 MG/ML;13/11/2015
Amplacilina;ampicilina;Neo Ampicilin;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CÁPSULA GELATINOSA DURA;500 MG;15/12/2014
Amplacilina;ampicilina;Neo Ampicilin;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;PÓ PARA SUSPENSÃO ORAL;250 MG/5 ML;15/12/2014
Amplacilina;ampicilina;Teuplafec;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ ESTÉRIL PARA SOLUÇÃO INJETÁVEL;500 MG;31/03/2016
Amplacilina;ampicilina;Teuplafec;LABORATÓRIO TEUTO BRASILEIRO S/A;PÓ ESTÉRIL PARA SOLUÇÃO INJETÁVEL;1 G;31/03/2016
Amplictil;cloridrato de clorpromazina;Clorpromaz;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;SOLUÇÃO INJETÁVEL;5 MG/ML;15/12/2014
Amplictil;cloridrato de clorpromazina;Clorpromaz;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Amplictil;cloridrato de clorpromazina;Longactil;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;SOLUÇÃO INJETÁVEL;5 MG/ML;31/08/2017
Amplictil;cloridrato de clorpromazina;Longactil;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;SOLUÇÃO ORAL;40 MG/ML;31/08/2017
Amprax;cloridrato de propranolol;Sanpronol;SANVAL COMÉRCIO E INDÚSTRIA LTDA;COMPRIMIDO SIMPLES;40 MG;30/09/2019
Androcur;acetato de ciproterona;Prostman;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;COMPRIMIDO SIMPLES;50 MG;15/12/2014
Androgel;testosterona;Testogel;BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMENTOS LTDA;GEL;10 MG/G;26/01/2016
Anforicin B;anfotericina b;Funtex B;MEIZLER UCB BIOPHARMA S.A.;PÓ LIÓFILO INJETÁVEL;50 MG;15/12/2014
Annita;nitazoxanida;Azox;EUROFARMA LABORATÓRIOS S.A.;PÓ PARA SUSPENSÃO ORAL;20 MG/ML;13/09/2015
Annita;nitazoxanida;Azox;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;500 MG;31/12/2017
Annita;nitazoxanida;Irosê;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;COMPRIMIDO REVESTIDO;500 MG;30/06/2018
Annita;nitazoxanida;Mínti;MOMENTA FARMACÊUTICA LTDA.;PÓ PARA SUSPENSÃO ORAL;20 MG/ML;15/12/2015
Annita;nitazoxanida;Occide;MEDLEY FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;500 MG;30/06/2017
Annita;nitazoxanida;Pará;SUPERA FARMA LABORATÓRIOS S.A;PÓ PARA SUSPENSÃO ORAL;20 MG/ML;13/11/2015
Annita;nitazoxanida;Rudite;EMS S/A;PÓ PARA SUSPENSÃO ORAL;20 MG/ML;11/05/2020
Annita;nitazoxanida;Rudite;EMS S/A;COMPRIMIDO REVESTIDO;500 MG;11/05/2020
Annita;nitazoxanida;Tanisea;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;PÓ PARA SUSPENSÃO ORAL;20 MG/ML;30/04/2017
Annita;nitazoxanida;Tanisea;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;500 MG;30/04/2017
Annita;nitazoxanida;Trinida;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO;500 MG;30/06/2017
Annita;nitazoxanida;Zoxany;SANOFI-AVENTIS FARMACÊUTICA LTDA;PÓ PARA SUSPENSÃO ORAL;20 MG/ML;31/10/2017
Antak;cloridrato de ranitidina;Antidin;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;150 MG;08/05/2015
Antak;cloridrato de ranitidina;Antidin;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;300 MG;08/05/2015
Antak;cloridrato de ranitidina;Label;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;150 MG;13/11/2015
Antak;cloridrato de ranitidina;Label;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;300 MG;27/07/2015
Antak;cloridrato de ranitidina;Label;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;XAROPE;15 MG/ML;27/07/2015
Antak;cloridrato de ranitidina;Peptak;NATIVITA IND. COM. LTDA.;XAROPE;15 MG/ML;15/12/2014
Antak;cloridrato de ranitidina;Ranidin;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;COMPRIMIDO REVESTIDO;150 MG;15/12/2014
Antak;cloridrato de ranitidina;Ranitidil;MEDQUIMICA INDÚSTRIA FARMACÊUTICA S.A;COMPRIMIDO REVESTIDO;150 MG;15/12/2014
Antak;cloridrato de ranitidina;Ranitil;EMS S/A;COMPRIMIDO REVESTIDO;150 MG;30/06/2016
Antak;cloridrato de ranitidina;Ranitil;EMS S/A;COMPRIMIDO REVESTIDO;300 MG;30/06/2016
Antak;cloridrato de ranitidina;Ranitil;EMS S/A;XAROPE;15 MG/ML;31/10/2017
Antak;cloridrato de ranitidina;Ranitimor;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;COMPRIMIDO REVESTIDO;300 MG;15/12/2014
Antak;cloridrato de ranitidina;Tekadin;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO REVESTIDO;150 MG;30/06/2016
Antak;cloridrato de ranitidina;Tekadin;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO REVESTIDO;300 MG;30/06/2016
Antak;cloridrato de ranitidina;Ulcerocin;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;COMPRIMIDO REVESTIDO;150 MG;31/08/2016
Antak;cloridrato de ranitidina;Ulcerocin;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;COMPRIMIDO REVESTIDO;300 MG;31/08/2016
Antak;cloridrato de ranitidina;Ultidin;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;150 MG;30/06/2017
Antak;cloridrato de ranitidina;Ultidin;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;300 MG;30/06/2017
Antak;cloridrato de ranitidina;Ultidin;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;XAROPE;15 MG/ML;30/06/2017
Aprovel;irbesartana;Bart;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO SIMPLES;150 MG;27/07/2015
Aprovel;irbesartana;Bart;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO SIMPLES;300 MG;27/07/2015
Aprovel;irbesartana;Irbe;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO SIMPLES;150 MG;15/12/2014
Aprovel;irbesartana;Irbe;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO SIMPLES;300 MG;15/12/2014
Aprovel;irbesartana;Irbeless;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;150 MG;15/12/2014
Aprovel;irbesartana;Irbeless;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;300 MG;15/12/2014
Aprovel;irbesartana;Lestric;RANBAXY FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;150 MG;15/12/2014
Aprovel;irbesartana;Lestric;RANBAXY FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;300 MG;15/12/2014
Aprovel;irbesartana;Irtana;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO SIMPLES;150 MG;15/12/2014
Aprovel;irbesartana;Irtana;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO SIMPLES;300 MG;15/12/2014
Aprozide;hidroclorotiazida + irbesartana;Bart H;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO SIMPLES;12,5 MG + 150 MG;13/09/2015
Aprozide;hidroclorotiazida + irbesartana;Bart H;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO SIMPLES;12,5 MG + 300 MG;13/09/2015
Aprozide;hidroclorotiazida + irbesartana;Irbe H;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO SIMPLES;12,5 MG + 150 MG;15/12/2014
Aprozide;hidroclorotiazida + irbesartana;Irbe H;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO SIMPLES;12,5 MG + 300 MG;15/12/2014
Aprozide;hidroclorotiazida + irbesartana;Lestric HCT;RANBAXY FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;12,5 MG + 150 MG;26/01/2015
Aprozide;hidroclorotiazida + irbesartana;Lestric HCT;RANBAXY FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;12,5 MG + 300 MG;26/01/2015
Aracytin CS;citarabina;Citarax;BLAU FARMACÊUTICA S.A.;SOLUÇÃO INJETÁVEL;20 MG/ML;31/12/2016
Aracytin CS;citarabina;Citarax;BLAU FARMACÊUTICA S.A.;SOLUÇÃO INJETÁVEL;50 MG/ML;31/12/2016
Aracytin CS;citarabina;Cytos;ACCORD FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;100 MG/ML;31/08/2018
Aracytin CS;citarabina;Darbin;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;SOLUÇÃO INJETÁVEL;20 MG/ML;15/12/2014
Aracytin CS;citarabina;Darbin;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;SOLUÇÃO INJETÁVEL;50 MG/ML;15/12/2014
Aracytin CS;citarabina;Fauldcita;LIBBS FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;100 MG/ML;15/12/2014
Arava;leflunomida;Artgran;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Arava;leflunomida;Leflun;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Arava;leflunomida;Lemida;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;100 MG;15/12/2014
Arava;leflunomida;LFM-Leflunomida;LABORATÓRIO FARMACÊUTICO DA MARINHA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Arava;leflunomida;Reumian;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Arcoxia;etoricoxibe;Hetori;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;90 MG;15/12/2014
Arcoxia;etoricoxibe;Hetori;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;60 MG;15/12/2014
Arimidex;anastrozol;Anastrolibbs;LIBBS FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;1 MG;15/12/2014
Arimidex;anastrozol;Anya;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO REVESTIDO;1 MG;30/11/2018
Arimidex;anastrozol;Arazabi;EMS S/A;COMPRIMIDO REVESTIDO;1 MG;31/10/2017
Aromasin;exemestano;Emah;SUN FARMACÊUTICA DO BRASIL LTDA;COMPRIMIDO REVESTIDO;25 MG;31/03/2019
Aropax;cloridrato de paroxetina;Cebrilin;LIBBS FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;26/01/2015
Aropax;cloridrato de paroxetina;Depaxan;BIOSINTÉTICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Depond;EMS S/A;COMPRIMIDO REVESTIDO;20 MG;31/03/2016
Aropax;cloridrato de paroxetina;Haliprex;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Moratus;MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Parox;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Paroxiliv;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Paxtrat;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Praxetina;WYETH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Pondera;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;20 MG;31/03/2019
Aropax;cloridrato de paroxetina;Roxetin;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;20 MG;11/05/2020
Aropax;cloridrato de paroxetina;Seroblock;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Sertero;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Aropax;cloridrato de paroxetina;Zyparox;ZYDUS NIKKHO FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;28/02/2018
Asalit;mesalazina;Mesacol;TAKEDA PHARMA LTDA.;SUPOSITÓRIO RETAL;250 MG;15/12/2014
Asalit;mesalazina;Mesaneo;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO REVESTIDO;400 MG;30/06/2016
